"";"cena";"waluta";"Oferta.od";"Kategoria";"Marka.pojazdu";"Model.pojazdu";"Generacja";"Rok.produkcji";"Przebieg";"Pojemnoœæ.skokowa";"Rodzaj.paliwa";"Moc";"Skrzynia.biegów";"Napêd";"Typ";"Liczba.drzwi";"Liczba.miejsc";"Kolor";"Metalik";"Faktura.VAT";"Kraj.pochodzenia";"Pierwszy.w³aœciciel";"Serwisowany.w.ASO";"Stan";"VIN";"Wersja";"Emisja.CO2";"VAT.mar¿a";"Mo¿liwoœæ.finansowania";"Bezwypadkowy";"Okres.gwarancji.producenta";"lub.do..przebieg.km.";"Pierwsza.rejestracja";"Zarejestrowany.w.Polsce";"Per³owy";"Numer.rejestracyjny.pojazdu";"Leasing";"Gwarancja.dealerska..w.cenie.";"Tuning";"Filtr.cz¹stek.sta³ych";"Uszkodzony";"Miesiêczna.rata";"Akryl..niemetalizowany.";"Homologacja.ciê¿arowa";"Kierownica.po.prawej..Anglik.";"Op³ata.pocz¹tkowa";"Liczba.pozosta³ych.rat";"Wartoœæ.wykupu";"Var.26";"Var.27";"Var.28";"Var.29";"Var.30";"Var.31";"Var.32";"Var.33";"Var.25";"Var.34";"Var.35";"Matowy";"Zarejestrowany.jako.zabytek";"Warranty.if.agreed.with.the.buyer"
"45";75000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Stinger";NA;2019;"21 600 km";"3 342 cm3";"Benzyna";"366 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"Sedan";5;5;"Niebieski";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"3.3 T-GDI V6 GT AWD";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"46";24000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Venga";NA;2013;"108 000 km";"1 396 cm3";"Diesel";"90 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.4 CRDi S";"119 g/km";NA;NA;NA;NA;NA;"28/06/2013";"Tak";NA;"KNT32626";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"47";24000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"II (2004-2010)";2009;"171 000 km";"1 991 cm3";"Diesel";"140 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;"Belgia";NA;NA;"U¿ywane";"Wyœwietl VIN";"2.0 d Tour 2WD";"187 g/km";NA;NA;"Tak";NA;"172 000 km";"30/06/2009";"Tak";NA;"LU314FU";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";86900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2020;"6 000 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Niebieski";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI M 2WD";NA;NA;NA;"Tak";"15/04/2026";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"49";20500;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2009;"119 950 km";"1 396 cm3";"Benzyna";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";86900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2020;"5 800 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Inny kolor";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI M 2WD";NA;NA;NA;"Tak";"15/04/2026";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"51";14500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2009;"98 337 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";NA;"Czechy";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"52";28900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"II (2004-2010)";2007;"210 000 km";"2 656 cm3";"Benzyna";"175 KM";"Automatyczna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Szary";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"2.7 V6 Freedom +";"237 g/km";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"53";44900;"PLN";"Firmy";"Osobowe";"Kia";"Rio";"IV (2017-)";2019;"27 678 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Bia³y";NA;"Tak";NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;"136 g/km";NA;"Tak";"Tak";NA;NA;"01/10/2019";"Tak";NA;NA;"Tak";"60 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"54";73900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2016;"81 251 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Czarny";NA;"Tak";NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;"156 g/km";NA;"Tak";"Tak";NA;NA;"01/08/2016";"Tak";NA;NA;"Tak";"28 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"55";63899;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2019;"26 643 km";"1 353 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"56";63899;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"III (2018-)";2019;"25 607 km";"1 353 cm3";"Benzyna";"140 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"57";44900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";NA;2016;"59 323 km";"1 368 cm3";"Benzyna";"100 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;"Tak";NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;"138 g/km";NA;"Tak";"Tak";NA;NA;"01/07/2016";"Tak";NA;NA;"Tak";"27 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"58";79900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"IV (2016-)";2017;"109 824 km";"1 685 cm3";"Diesel";"141 KM";"Automatyczna";"Na przednie ko³a";"SUV";5;5;"Bia³y";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.7 CRDI L 2WD DCT";"129 g/km";NA;NA;"Tak";NA;NA;"08/09/2017";"Tak";"Tak";"WF4209P";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"59";97900;"PLN";"Firmy";"Osobowe";"Kia";"Pro_cee'd";NA;2019;"16 500 km";"1 353 cm3";"Benzyna";"140 KM";"Automatyczna";"Na przednie ko³a";"Kompakt";5;5;"Czerwony";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"ProCeed 1.4 T-GDI GT Line DCT";NA;NA;"Tak";NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"60";86900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2020;"4 100 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Niebieski";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI M 2WD";NA;NA;"Tak";"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"61";18900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"II (2011-)";2015;"180 751 km";"998 cm3";"Benzyna+LPG";"69 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.0 Business Line";"105 g/km";NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"62";38000;"PLN";"Firmy";"Osobowe";"Kia";"Rio";"I (2000-2005)";2017;"31 666 km";"1 248 cm3";"Benzyna";"84 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bordowy";"Tak";NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"28/09/2017";"Tak";NA;NA;"Tak";NA;NA;NA;NA;"226 PLN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"63";36900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2015;"120 000 km";"1 582 cm3";"Diesel";"128 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Czarny";"Tak";NA;NA;"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 CRDi XL";"109 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"64";41000;"PLN";"Firmy";"Osobowe";"Kia";"Carens";"IV (2013-)";2013;"136 944 km";"1 685 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"Minivan";5;7;"Br¹zowy";"Tak";NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"30/04/2013";"Tak";NA;NA;"Tak";NA;NA;NA;NA;"244 PLN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"65";89000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"III (2018-)";2020;"11 000 km";"1 591 cm3";"Benzyna";"204 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Czarny";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"1.6 T-GDI GT";NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"66";34900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2010;"239 000 km";"1 998 cm3";"Diesel";"136 KM";"Manualna";"4x4 (do³¹czany rêcznie)";"SUV";5;5;"Inny kolor";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 CRDI L";"149 g/km";NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"67";35900;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2016;"141 000 km";"1 582 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 CRDi M";"113 g/km";NA;"Tak";"Tak";"20/09/2023";"150 000 km";"29/09/2016";"Tak";NA;"WE807NA";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"68";66500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2015;"69 800 km";"1 995 cm3";"Diesel";"183 KM";"Manualna";"4x4 (do³¹czany automatycznie)";"SUV";5;5;"Czarny";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 CRDI XL AWD";"154 g/km";NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"69";39800;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2017;"196 000 km";"1 582 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 CRDi L Business Line";"104 g/km";NA;NA;"Tak";NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"70";18900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"II (2011-)";2012;"138 500 km";"998 cm3";"Benzyna+LPG";"69 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Czarny";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.0 XL";"99 g/km";"Tak";NA;"Tak";NA;NA;"08/03/2012";NA;NA;"HB-FJ124";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"71";68300;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";NA;2015;"64 000 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";NA;"SUV";5;5;"Br¹zowy";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI Business Line 2WD";NA;NA;NA;"Tak";NA;NA;"06/12/2015";"Tak";NA;"DW 5G775";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"72";12000;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2007;"208 000 km";"1 582 cm3";"Diesel";"115 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Szary";NA;NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 Crdi Comfort +";"125 g/km";NA;NA;NA;NA;NA;"28/08/2007";"Tak";NA;"WN2871J";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"73";32600;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"II (2012-)";2017;"231 413 km";"1 582 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Szary";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 CRDi M";"104 g/km";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"74";16900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2009;"175 000 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kombi";5;5;"Szary";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.4 CVVT SW";NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"75";23900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Venga";NA;2011;"182 000 km";"1 582 cm3";"Diesel";"128 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Szary";"Tak";NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 CRDi XL";"125 g/km";"Tak";NA;"Tak";NA;NA;"23/11/2011";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"76";14500;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2009;"90 000 km";"1 396 cm3";"Benzyna";"109 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 Comfort +";"145 g/km";NA;NA;"Tak";NA;NA;"07/05/2009";"Tak";NA;"WOT 28143";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"77";48500;"PLN";"Firmy";"Osobowe";"Kia";"Picanto";"III (2017-)";2019;"29 800 km";"1 248 cm3";"Benzyna";"84 KM";"Automatyczna";"Na przednie ko³a";"Auta ma³e";5;5;"Szary";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.2 L";NA;NA;"Tak";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"78";42000;"PLN";"Firmy";"Osobowe";"Kia";"Carens";"IV (2013-)";2015;"95 131 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"Minivan";5;5;"Szary";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"30/10/2015";"Tak";NA;NA;"Tak";NA;NA;NA;NA;"250 PLN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"79";46000;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2012;"89 774 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;NA;"Tak";NA;NA;NA;"28/01/2013";"Tak";NA;NA;"Tak";NA;NA;NA;NA;"274 PLN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"80";8400;"PLN";"Firmy";"Osobowe";"Kia";"Cerato";NA;2005;"239 000 km";"1 493 cm3";"Diesel";"102 KM";"Manualna";"Na przednie ko³a";"Sedan";4;5;"Z³oty";NA;NA;"Polska";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.5 CRDi Comfort +";"128 g/km";"Tak";"Tak";"Tak";NA;NA;NA;"Tak";"Tak";NA;NA;"3 miesiêcy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"81";14440;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Ceed";"I (2006-2012)";2010;"315 878 km";"1 396 cm3";"Benzyna";"90 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Bia³y";NA;NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";"Cee'd 1.4 Comfort +";"145 g/km";NA;NA;NA;NA;NA;NA;"Tak";NA;"NO1859T";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"82";29300;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Picanto";"III (2017-)";2017;"67 400 km";"998 cm3";"Benzyna";"67 KM";"Manualna";"Na przednie ko³a";"Auta ma³e";5;5;"Niebieski";"Tak";"Tak";"Polska";"Tak";NA;"U¿ywane";"Wyœwietl VIN";"1.0 M";NA;NA;NA;NA;NA;NA;"16/11/2017";"Tak";NA;"WZ9857U";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"83";39900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2010;"167 010 km";"1 998 cm3";"Benzyna";"163 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 L 2WD";"177 g/km";"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"84";47900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2014;"147 258 km";"1 600 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";"Tak";NA;"Polska";NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;"19/09/2014";"Tak";NA;"WI143KH";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"85";33800;"PLN";"Firmy";"Osobowe";"Kia";"Ceed";"II (2012-)";2016;"165 308 km";"1 582 cm3";"Diesel";"110 KM";"Manualna";"Na przednie ko³a";"Kompakt";5;5;"Srebrny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"Cee'd 1.6 CRDi M";"113 g/km";NA;"Tak";"Tak";NA;NA;"18/08/2016";"Tak";NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"86";49900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Venga";NA;2016;"18 300 km";"1 591 cm3";"Benzyna";"125 KM";"Automatyczna";"Na przednie ko³a";"Auta miejskie";5;5;"Bia³y";"Tak";NA;NA;NA;NA;"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"87";46900;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2013;"78 972 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Szary";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"88";57888;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2014;"20 932 km";"1 591 cm3";"Benzyna";"135 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";NA;NA;"Niemcy";NA;"Tak";"U¿ywane";"Wyœwietl VIN";"1.6 GDI XL 2WD";"158 g/km";"Tak";NA;NA;NA;NA;"24/04/2014";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"89";69800;"PLN";"Firmy";"Osobowe";"Kia";"Sportage";"IV (2016-)";2017;"88 964 km";"1 591 cm3";"Benzyna";"132 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Czarny";NA;NA;NA;NA;"Tak";"U¿ywane";"Wyœwietl VIN";NA;NA;"Tak";"Tak";"Tak";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"90";36900;"PLN";"Osoby prywatnej";"Osobowe";"Kia";"Sportage";"III (2010-2015)";2010;"284 000 km";"1 998 cm3";"Diesel";"136 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Czarny";"Tak";"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"2.0 CRDI XL";NA;NA;"Tak";NA;NA;NA;"20/09/2010";"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"91";67900;"PLN";"Firmy";"Osobowe";"Kia";"Stonic";NA;2020;"10 000 km";"998 cm3";"Benzyna";"120 KM";"Manualna";"Na przednie ko³a";"SUV";5;5;"Bia³y";NA;"Tak";"Polska";"Tak";"Tak";"U¿ywane";"Wyœwietl VIN";"1.0 T-GDI L";NA;NA;"Tak";"Tak";"06/07/2027";"150 000 km";"06/07/2020";"Tak";NA;"PK9356K";NA;NA;NA;NA;NA;NA;"Tak";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
